Donor,Deflatorvalue
Madagascar,0.959870065
Madagascar Red Cross,1.015410128
MADERA,1.015410128
Madrasati,1.015410128
Mag. Raheb,1.015410128
MAGE SOLAR,1.015410128
Magen David Adom,1.015410128
Magna Deti v nudzi [Magna Children at Risk],1.015410128
Mahvash and Jahangir Siddiqui Foundation,1.015410128
MAI,1.015410128
Maison Shalom Ruyigi,1.015410128
Majulah Indonesia Tanah Airku,1.015410128
Mala Sirena,1.015410128
Malagasy Red Cross,1.015410128
Malagasy Red Cross Society,1.015410128
Malaria Consortium,1.015410128
Malawi,0.831786465
Malawi Economic Justice Network,1.015410128
Malawi Red Cross,1.015410128
Malawi Red Cross Society,1.015410128
Malaysia,0.979690223
Malaysia Red Crescent Society,1.015410128
Malaysia Red Cross,1.015410128
Maldive Red Cross,1.015410128
Maldives,1.017471388
Mali,1.021706654
Mali Red Cross,1.015410128
Malilangwe Trust,1.015410128
Malta,1.030849456
Malta Red Cross,1.015410128
Malta Red Cross Society,1.015410128
Maltese Aid Agency,1.015410128
Malteser InterNational,1.015410128
Man in Need,1.015410128
Management Sciences for Health,1.015410128
Management Services for Health,1.015410128
Management Systems InterNational,1.015410128
Mani Tese,1.015410128
Manitoba Council for InterNational Co-operation,1.015410128
MANNA,1.015410128
MANNET (consulting company),1.015410128
Manulife Financial Corporation,1.015410128
MAPACT,1.015410128
MapAction,1.015410128
Marathon Oil Company,1.015410128
Marie Stopes InterNational,1.015410128
Marsh Arabs,1.015410128
Marshall Legacy Institute,1.015410128
Massachusetts Mutual Life Insurance Company,1.015410128
MassMutual Financial Group,1.015410128
Mastercard Foundation,1.015410128
Matrix,1.015410128
Matrix InterNational,1.015410128
Mattel,1.015410128
Mauritania,0.94027705
Mauritanian Red Crescent,1.015410128
Mauritius,0.98518591
Mauritius Red Cross,1.015410128
Mauritius Red Cross Society,1.015410128
Mavambo Orphan Care,1.015410128
Maxim G Rochester and Leighton McKnight,1.015410128
MAXIMUS,1.015410128
Mayer Brown,1.015410128
Mazda,1.015410128
McAfee,1.015410128
McDonald's Corporation,1.015410128
McGregor Fund,1.015410128
McKesson Corporation,1.015410128
MDC / TMAC,1.015410128
MEDAIR,1.015410128
Medecins d'Afrique,1.015410128
MÇdecins du Monde,1.015410128
MÇdecins du Monde Belgium,1.015410128
MÇdecins du Monde Canada,1.015410128
MÇdecins du Monde France,1.015410128
MÇdecins du Monde Greece,1.015410128
MÇdecins du Monde Suisse,1.015410128
MÇdecins sans Frontiäres,1.015410128
MÇdecins sans Frontiäres - Belgium,1.015410128
MÇdecins sans Frontiäres - Canada,1.015410128
MÇdecins sans Frontiäres - France,1.015410128
MÇdecins sans Frontiäres - Luxembourg,1.015410128
MÇdecins sans Frontiäres - Netherlands,1.015410128
MÇdecins sans Frontiäres - Norway,1.015410128
MÇdecins sans Frontiäres - Switzerland,1.015410128
MEDECO,1.015410128
Media Action Intl.,1.015410128
Media Frontiers,1.015410128
Media21,1.015410128
Medica Mondiale,1.015410128
Medical Aid for Palestinians,1.015410128
Medical Aids for Children of DPRK,1.015410128
Medical Assistance Programs InterNational,1.015410128
Medical Emergency Relief InterNational,1.015410128
Medical Emergency Relief InterNational Charitable Trust,1.015410128
Medical Relief Society,1.015410128
Medical Research Council,1.015410128
Medical Teams InterNational ,1.015410128
Medico International,1.015410128
Medico Intl.,1.015410128
Medicor Foundation,1.015410128
Medicos del Mundo,1.015410128
Medicos del Mundo Argentina,1.015410128
Medicos do Mundo,1.015410128
Medicos en catastrofe (MEC),1.015410128
Medicos sin Fronteras,1.015410128
Medicuba en Salud,1.015410128
MediCuba-Suisse,1.015410128
Medicus Mundi,1.015410128
Medilor,1.015410128
Medina,1.015410128
Mediothek fÅr Afghanistan e.V,1.015410128
Medishare,1.015410128
Meds & Food for Kids,1.015410128
Medshare,1.015410128
Medtronic Foundation,1.015410128
Mekka Association,1.015410128
Mekong River Commission,1.015410128
MEMISA - Action mÇdicale missionnaire ,1.015410128
Memorial Human Rights Centre,1.015410128
MEN,1.015410128
Menasha Corporation ,1.015410128
Mennonite Central Committee,1.015410128
Menschen fÅr,1.015410128
Menschen Gegen Minen,1.015410128
Mensen in Nood Caritas,1.015410128
Mentor Initiative,1.015410128
MENTOR-Malaria Emergency Technical and Operational Response (Johns Hopkins Univ.),1.015410128
Merck & Co. Inc.,1.015410128
MERCY - USA FOR AID AND DEVELOPMENT,1.015410128
Mercy Corps ,1.015410128
Mercy Corps Scotland,1.015410128
Mercy Hands for Humanitarian Aid,1.015410128
Mercy Malaysia,1.015410128
Mercy Relief,1.015410128
"Mercy Relief, Singapore",1.015410128
Mercy Ships,1.015410128
Mercy-USA for Aid and Development,1.015410128
Merove-Pierre Et Associes,1.015410128
Merrill Lynch ,1.015410128
Merti Integrated Development Programme,1.015410128
MetaCorp,1.015410128
Meteorologisk Institutt,1.015410128
Metta Foundation,1.015410128
Mexican Red Cross,1.015410128
Mexico,0.910845558
Mexico Red Cross,1.015410128
MfAS,1.015410128
MIC EU Civil Protection,0.995161627
Micronesia Red Cross,1.015410128
"Micronesia,  Federated States of",1.015410128
Microsoft,1.015410128
Midwest Canvas Corporation,1.015410128
Migros,1.015410128
Mildmay,1.015410128
Milinda Moragoda institute for people's empowerment,1.015410128
Millenium Project Hunger Task Force,1.015410128
Millennium Relief and Development,1.015410128
Miloserdie (Mercy)  ,1.015410128
Mine Action Canada,1.015410128
Mine Action Group,1.015410128
Mine Action Programme for Afghanistan,1.015410128
Mine Clearance and Planning Agency,1.015410128
Mine Detection Centre,1.015410128
Mines Advisory Group,1.015410128
Mingalar Myanmar,1.015410128
Ministry for Transportation and Infrastructure,1.015410128
Ministry of Agriculture and Irrigation,1.015410128
"Ministry of Agriculture, Irrigation and Livestock Afghanistan",1.015410128
Ministry of Defense of Germany,1.015410128
Ministry of Environment and University of Zurich,1.015410128
Ministry of Foreign Affairs,1.015410128
Ministry of Rural Rehabilitation and Development Afghanistan,1.015410128
Minneapolis Foundation,1.015410128
Minority Rights Group InterNational,1.015410128
MINUSTAH,1.015410128
MIR - MUXO Impact Relief,1.015410128
MIRC Corporate,1.015410128
Misereor,1.015410128
Misericordia InterNational Center Day Care,1.015410128
Mision para Cristo,1.015410128
MISOLA,1.015410128
"Mission 21, Basle",1.015410128
Mission am Nill,1.015410128
Mission Armenia,1.015410128
Mission Austria - PÑpstliche Missionswerke in îsterreich,1.015410128
Mission Aviation Fellowship,1.015410128
Mission East,1.015410128
Mission Enfance,1.015410128
Mission Ost - DNK,1.015410128
Missionnaires du Divin Maåtre,1.015410128
Missionnaires du Divin Maåtre/Shabunda,1.015410128
MissionsÑrztliches Institut WÅrzburg,1.015410128
Missionszentrale der Franziskaner e.V.,1.015410128
Mitsubishi Electric,1.015410128
"Mitsui USA, Inc.",1.015410128
MoAAH/FAO,1.015410128
Mobilink Foundation,1.015410128
Mohamed Bin Rashid Al Maktoum Humanitarian and Charity Establishment,1.015410128
Moldova,1.006889234
Molson Coors Brewing Company,1.015410128
"Molycorp, Inc.",1.015410128
Monaco,1.015410128
Monaco Aide et Presence,1.015410128
Monaco Red Cross,1.015410128
MoneyGram InterNational,1.015410128
Mongolia,0.952331849
Mongolia Red Cross,1.015410128
Mongolian Red Cross,1.015410128
Monitoring Evaluation And Training Agency,1.015410128
Monsanto Co.,1.015410128
Montenegro,1.011994844
Monterey Institute of InterNational Studies,1.015410128
MONUC,1.015410128
Moody's,1.015410128
Moravian Church,1.015410128
Morgan Stanley,1.015410128
Morija,1.015410128
Moroccan Red Crescent,1.015410128
Morocco,1.023992729
Morocco Red Crescent,1.015410128
Mosaic Company,1.015410128
Mother and Children Development Aid,1.015410128
Mothers of Chechnya,1.015410128
Motorola Foundation,1.015410128
Movement Centre of Jeju Citizen to Cooperation between South and North,1.015410128
"Movimiento por la Paz, el Desarme y la Libertad",1.015410128
"Movimiento Por La Paz, El Desarme Y La Libertad, (E)",1.015410128
MOVIMONDO,1.015410128
Movitel,1.015410128
Mozambique,0.778436948
Mozambique Red Cross,1.015410128
Mozambique Red Cross Society,1.015410128
"MPDL - Movimiento por la Paz, el Desarme y la Libertad",1.015410128
MPDL - PRTM,1.015410128
MRCA - Medical Refresher Course for Afghan,1.015410128
MRCA / AMI,1.015410128
MRRD/UNICEF,1.015410128
MRRD/UNOPS,1.015410128
MS Denmark,1.015410128
MSD-DK,1.015410128
MSI,1.015410128
MSZ,1.015410128
Mubadiroon Organisation,1.015410128
Mubarak for Relief and Development Organization,1.015410128
Muhammadiyah,1.015410128
Mulrany InterNational,1.015410128
Multi-Donor Fund Facility for Disaster Recovery-Indonesia,1.015410128
Multi-Donor Trust Fund ,1.015410128
Multi-Donor Trust Fund for the Sudan,1.015410128
Multi-Donor Trust Fund for the Sudan ,1.015410128
Multi-Donor Trust Fund for the Sudan South,1.015410128
Multilateral Agencies,1.015410128
MultiNational Interim Force,1.015410128
Multiple Partners,1.015410128
Museke Foundation,1.015410128
Muslim Aid,1.015410128
Muslim Aid and GlobalMedic,1.015410128
Mvuramanzi Trust,1.015410128
Mwelekeo Trust,1.015410128
Myanmar,1.004776401
Myanmar Business Coalition on AIDS,1.015410128
Myanmar NGO Contingency Plan Steering Committee,1.015410128
Myanmar Red Cross,1.015410128
Myanmar Red Cross Society,1.015410128
"NABA""A",1.015410128
NAC,1.015410128
Nachbar in Not,1.015410128
NACSA - National Commission for Social Action - Sierra Leone  ,1.015410128
NaCSA/World Bank,1.015410128
Nërings- og Handelsdepartementet,1.015410128
Nëringslivets Hovedorganisasjon,1.015410128
Nahda Makers Organization,1.015410128
Nahdlatul Ulamu,1.015410128
Najat Charitable Society,1.015410128
Namibia,0.84969092
Namibia CARES Movement,1.015410128
Namibia Red Cross,1.015410128
Namibian Red Cross,1.015410128
Nasjonalt Folkehelseinstitutt,1.015410128
Nathan Associates,1.015410128
Nathan Cummings Foundation,1.015410128
National Agency for the Prohibition of Traffic in Persons - Nigeria,1.015410128
National Agricultural Cooperative Federation,1.015410128
National Anti War Front,1.015410128
National Bank of Canada,1.015410128
National Basketball Association,1.015410128
National Center for the Prevention of HIV/AIDS,1.015410128
National Coalition of NGOs for Inter-Korea Agricultural Development and Cooperation,1.015410128
"National COMMISSION FOR DEMINING AND REHABILITATION, JORDAN",1.015410128
National Commission for Human Development,1.015410128
National Commission for Lebanese Women,1.015410128
National Committee for Demining and Rehabilitation,1.015410128
National Committee for Disaster Management,1.015410128
National Council of Churches in Australia,1.015410128
National Council of Churches of Kenya,1.015410128
National Council of Saemaul Undong Movement,1.015410128
National Democratic Institute,1.015410128
National Democratic Institute for InterNational Affairs/InterNational Republican Institute,1.015410128
National Development Organization,1.015410128
National Disaster Response Coordinating Council,1.015410128
National Emergency Commission of Costa Rica,1.015410128
"National Fishery Society, Peru",1.015410128
National Football League,1.015410128
National Foundation for Development and Human Rights,1.015410128
National Grid,1.015410128
National Institution of Social Care & Vocational Training,1.015410128
National Integrated & DevelopmeDewant Association (NIDA-Pakistan),1.015410128
National Integrated Development Agency,1.015410128
National Office for Electoral Process,1.015410128
National Peace Corps Association,1.015410128
National Primary Health Care Development Agency,1.015410128
National Radio Appeal,1.015410128
National Relief Committee,1.015410128
National Rural Support Programme,1.015410128
National Society for Earthquake Technology,1.015410128
National Society for Rehabilitation,1.015410128
National Space Agency of Ukraine,1.015410128
Nationwide Insurance Foundation,1.015410128
NATO / PfP,1.015410128
Natur Environments & Wildlife Society and Calcutta Foundation,1.015410128
Natures Way,1.015410128
Naval Medical Research Unit,1.015410128
Nawayee Rehabilitation and Development Organization for Afghan Women,1.015410128
Near East Foundation,1.015410128
NEC Corporation,1.015410128
Nehemia Christenhilfsdienst e.V.,1.015410128
Neighborhood Disaster Volunteers,1.015410128
Neighbors Initiative Alliance,1.015410128
NEM Insurance Company,1.015410128
NEMA - National Emergency Management Agency,1.015410128
Nepal,0.986956377
Nepal Red Cross Society,1.015410128
NEPCom,1.015410128
Nestle,1.015410128
Nestle USA,1.015410128
Netherlands,1.008566692
Netherlands Embassy in Namibia,1.015410128
Netherlands Red Cross,1.015410128
Netherlands Refugee Foundation,1.015410128
"NetSol Technologies, Inc",1.015410128
Network on Humanitarian Assistance,1.015410128
NETZ,1.015410128
New Consultancy and Relief Organization,1.015410128
New Iraqi Woman Organization,1.015410128
New Ireland PDC,1.015410128
New South Wales Relief Fund,1.015410128
New York Life Insurance Company,1.015410128
New York Yankees,1.015410128
New Zealand,1.013203878
New Zealand Red Cross,1.015410128
Newman Foundation,1.015410128
News Corp.,1.015410128
Next Step AS,1.015410128
Next Step Productions,1.015410128
Nextel Peru,1.015410128
Ngazi Moja Foundation,1.015410128
NGO Consortium,1.015410128
NGO Coordination Committee in Iraq,1.015410128
NGO FORUM,1.015410128
NGO Fridsro,1.015410128
NGO Mondo,1.015410128
NGO Ninez y Vida,1.015410128
NGO Safety Program,1.015410128
NGO Security Programme,1.015410128
NGOs (details not yet provided),1.015410128
NGOs; Red Cross (details not yet provided) ,1.015410128
NGOs; Red Cross/Red Crescent (details not yet provided),1.015410128
Nicaragua,1.011219307
Nicaragua Red Cross,1.015410128
Nicaraguan Forestry Institute,1.015410128
Nicaraguan Red Cross,1.015410128
Niger,1.002066643
Niger Red Cross,1.015410128
Nigeria,0.855466917
Nigeria Red Cross,1.015410128
Nigerian Red Cross Society,1.015410128
NIISO,1.015410128
Nike,1.015410128
Nikon,1.015410128
Nile Hope,1.015410128
Nile Hope Development Forum,1.015410128
Nile Mission,1.015410128
Nile People's Peace Conference,1.015410128
Ni§os de la Tierra,1.015410128
Ninìs del Cusco,1.015410128
Nintendo,1.015410128
Nippon Foundation,1.015410128
Nippon InterNational Cooperation for Community Development,1.015410128
NIRAS,1.015410128
NiSource Charitable Foundation,1.015410128
Nissan Corporation,1.015410128
NMIAD,1.015410128
No channel specified,1.015410128
Nobels Fredssenter,1.015410128
Nokia,1.015410128
Nomadic Assistance for Peace and Development,1.015410128
Nomads Development and Environmental Conservation,1.015410128
NOMECO,1.015410128
Nomura Group,1.015410128
Non Violent Peace Force ,1.015410128
Non Violent Peace Force Sri Lanka ,1.015410128
Non-Aligned Movement Institute for the Empowerment of Women,1.015410128
Nonviolence InterNational,1.015410128
Nonviolent Peaceforce,1.015410128
Noor Al Hussein Foundation,1.015410128
NOOR Dubai,1.015410128
Nordic Demining Research Forum,1.015410128
Nordic Institute of Asian Studies,1.015410128
Nordic InterNational Rescue Foundation,1.015410128
Norfund,1.015410128
Norges Fredslag,1.015410128
Norges Geotekniske Institutt,1.015410128
Norges Juristforbund,1.015410128
Normeca AS,1.015410128
Norsk forbund f. utv.hemmede,1.015410128
Norsk Fredssenter,1.015410128
Norsk Luthersk Misjonssamband,1.015410128
Norsk PEN,1.015410128
Norsk Ressursbank for demokrati og menneskerettigheter,1.015410128
Norsk senter for menneskerettigheter,1.015410128
Norsk tamilsk helse organisasjon,1.015410128
Norsk Vietnamesisk Senter,1.015410128
Norske Menneskerettighetsfond,1.015410128
Norske PEN,1.015410128
Norske Pinsemenigheters Ytremisjon,1.015410128
Norske Redningshunder,1.015410128
North Atlantic Treaty Organization,1.015410128
Northeast Asia Forest Forum,1.015410128
Northern Aid,1.015410128
Northern Trust Corporation,1.015410128
Northfield Bank Foundation,1.015410128
Northland Foundation,1.015410128
Northrop Grumman Corp,1.015410128
North-South Institute,1.015410128
Northwest Medical Teams InterNational,1.015410128
Northwest Woolen Mills,1.015410128
Northwestern Mutual Corp.,1.015410128
NORWAC - Norwegian Aid Committee,1.015410128
Norway,0.961142909
Norway Red Cross,1.015410128
Norway Royal Ministry of Foreign Affairs,1.015410128
Norwegian Afghanistan Committee,1.015410128
Norwegian Aid Committee,1.015410128
Norwegian Church Aid,1.015410128
Norwegian Mission Association,1.015410128
Norwegian Pentecostal Movement,1.015410128
Norwegian People's Aid,1.015410128
Norwegian Project Office-Rural Rehabilitation Association for Afghanistan,1.015410128
Norwegian Red Cross,1.015410128
Norwegian Refugee Council,1.015410128
Norwegian Search and Rescue,1.015410128
Norwegian Tamils Health Organisation,1.015410128
Not on our Watch,1.015410128
Novartis,1.015410128
Novellus Systems,1.015410128
NOVIB,1.015410128
Novo Nordisk,1.015410128
NTNU,1.015410128
NU,1.015410128
"Nuba Mountain Relief, Rehabilitation and Development Organization",1.015410128
Nuba Mountains International Association for Development,1.015410128
Nuer Peace Council,1.015410128
Nukepills,1.015410128
NUPI - Norsk utenr.pol. inst. ,1.015410128
Nurani Dunia,1.015410128
NYSE Euronext,1.015410128
OAP,1.015410128
Objectif Tiers Monde,1.015410128
Observatorio San Calixo,1.015410128
OCAPROCE,1.015410128
Occidental Petroleum,1.015410128
OCHA / IRIN,1.015410128
OCHA / ISDR,1.015410128
OCHA / REACT,1.015410128
OCHA NGO Funds,1.015410128
OCHA/UNDP,1.015410128
OCHA/UNDP/ ISDR,1.015410128
OCHA/UNEP,1.015410128
Ockenden InterNational,1.015410128
Oeuvre d'Orient,1.015410128
Oeuvres hospitaliäres franáaises de l'Ordre de Malte,1.015410128
Office Depot,1.015410128
Office for Drug Control and Crime Prevention,1.015410128
Office for Intellectual Freedom ,1.015410128
Office for the Coordination of Humanitarian Affairs,1.015410128
Office of Preparedness for Disasters and Emergencies,1.015410128
Office of the High Commissioner for Human Rights,1.015410128
Office of the Humanitarian Coordinator,1.015410128
Office of the Representative of Denmark to Afghanistan,1.015410128
Office of the Representative of the Dalai Lama,1.015410128
Office of the Resident and Humanitarian Coordinator,1.015410128
Office of the United Nations Special Coordinator for the Middle East Peace Process,1.015410128
Official Development Assistance,1.015410128
Oficina Panamericana de la Salud ,1.015410128
„ganizasyon Fanm tou Näf Balan,1.015410128
OIC Aid Committee for the Child Victims of Tsunami,1.015410128
OIKOS - Intercooperaá∆o e Desenvolvimento ,1.015410128
Oil for Food Programme,1.015410128
OIP - Office of the Iraq Programme,1.015410128
OJAZ Foundation,1.015410128
Okedongmu Children in Korea,1.015410128
Oklahoma City Community Foundation,1.015410128
îKO HIMAL,1.015410128
Olympic Aid,1.015410128
Oman,0.914287445
Oman Charitable Organisation,1.015410128
Omega Plus,1.015410128
Omidyar Fund,1.015410128
One Buddhism,1.015410128
One Korea Buddhist Movement,1.015410128
One Shekel Campaign in WB,1.015410128
"One UN Fund, EFW",1.015410128
OneBeacon Charitable Trust,1.015410128
ONG Actions,1.015410128
ONGD - FNEL,1.015410128
"Onnuri Church, Rep. of Korea",1.015410128
ONUA - HRD,1.015410128
îî Volkshilfe,1.015410128
OPEC Fund for InterNational Development,1.015410128
Open Continent,1.015410128
Open Doors,1.015410128
Open Society Foundation,1.015410128
Open Society Institute,1.015410128
Open Society Institute Assistance Foundation,1.015410128
Operation Blessing InterNational,1.015410128
Operation Helping Hand of Tampa,1.015410128
"Operation Helping Hands, American Samoa",1.015410128
Operation Lifeline Sudan,1.015410128
Operation Mercy,1.015410128
Operation Save Innocent Lives,1.015410128
Operation USA,1.015410128
OpÇration villages roumains,1.015410128
Operations Team,1.015410128
Opportunities Industrialisation Centres InterNational,1.015410128
ORA e. V. Deutsher Hilfsfonds,1.015410128
ORA InterNational Lobito,1.015410128
Order of Malta,1.015410128
Oregon Community Foundation,1.015410128
Organisation de la confÇrence islamique ,1.015410128
Organisation for Economic Co-operation and Development,1.015410128
Organisation for Mine Awareness and Reconstruction,1.015410128
Organisation for Mine Clearance and Afghan Rehabilitation / Mine Detection Dog Centre,1.015410128
Organisation InterNationale de la Francophonie,1.015410128
Organisation Marocaine Des Droits de l'homme,1.015410128
Organisation of Islamic Cooperation,1.015410128
Organisation of Rural Associations for Progress,1.015410128
Organisation of the Islamic Conference,1.015410128
Organization Catholique Pour la Promotion Humaine,1.015410128
Organization for African Unity,1.015410128
Organization for Security & Cooperation in Europe,1.015410128
Organization for Social Development Initiatives,1.015410128
Organization of American States,1.015410128
Organization of Arab Red Crescent and Red Cross Society,1.015410128
Organization of Petroleum Exporting Countries Fund,1.015410128
Orphans and Divorced Rights Association,1.015410128
Orthodox Church in America,1.015410128
OshKosh Corp.,1.015410128
Oslo Coalition on Freedom of Religion or Belief,1.015410128
Oslosenteret for fred og menneskerettigheter,1.015410128
îsterreichisches Nord-SÅd-Institut,1.015410128
Other income,1.015410128
Ottawa Convention Sponsorship Programme,1.015410128
Ottawa Convention Sponsorship Programme ,1.015410128
Overseas Development Institute,1.015410128
OXFAM,1.015410128
Oxfam America,1.015410128
OXFAM Australia,1.015410128
OXFAM Belgium,1.015410128
OXFAM Canada,1.015410128
OXFAM GB,1.015410128
OXFAM Hong Kong,1.015410128
Oxfam India,1.015410128
OXFAM InterNational,1.015410128
OXFAM Ireland,1.015410128
Oxfam Italia,1.015410128
OXFAM Netherlands (NOVIB),1.015410128
OXFAM Quebec,1.015410128
OXFAM Solidarite,1.015410128
OXFAM/Community Aid Abroad (OXFAM-Australia),1.015410128
Oxford Research Group,1.015410128
Oxford University,1.015410128
PA_05,1.015410128
PACCAR Inc.,1.015410128
Pacific Islands Forum,1.015410128
Packard Foundation,1.015410128
Pact Inc.,1.015410128
PACT Myanmar,1.015410128
PACTEC,1.015410128
"PADCO, WWCIS, ASI",1.015410128
PAICMA,1.015410128
PAIMAN Alumni Trust,1.015410128
Pain Pour Les DÇshÇritÇs (PPLD),1.015410128
Pak Rural Development Program,1.015410128
Pakistan,1
Pakistan Association  in Dubai,1.015410128
Pakistan Humanitarian Forum (consortium),1.015410128
Pakistan Red Crescent,1.015410128
Pakistan Red Crescent Society,1.015410128
Pakistan Telecommunication Company LTD.,1.015410128
Pakistan Village Development Program,1.015410128
Pakistansk Velferdsorganisasjon Norge,1.015410128
Palau,1
Palau Red Cross,1.015410128
Palau Red Cross Society,1.015410128
Palestinakomiteen i Norge,1.015410128
Palestine Red Crescent Society,1.015410128
Palestine Right to Return Coalition,1.015410128
Palestine Solidarity Organisation in Sweden,1.015410128
Palestinian Agricultural Relief Committees,1.015410128
Palestinian Al Nakheel Association for Progress and Development,1.015410128
Palestinian Association for Development and Reconstruction,1.015410128
Palestinian Authority,1.015410128
Palestinian Center of Organic Agriculture,1.015410128
Palestinian Environmental Friends,1.015410128
Palestinian Farmers Union,1.015410128
Palestinian Human Rights Monitoring Group,1.015410128
Palestinian Hydrological Group,1.015410128
Palestinian Medical Relief Society,1.015410128
Palestinian Peace Coalition,1.015410128
Palestinian Peace Coalition ,1.015410128
Palestinian Red Crescent Society,1.015410128
"Palestinian territory, occupied",1.015410128
Pan American Development Foundation,1.015410128
Pan American Health and Education Foundation,1.015410128
Panalpina Airfreight Incorporated,1.015410128
Panama,1.007004303
Panamanian Red Cross,1.015410128
Pan-American Health Organization (World Health Organization),1.015410128
Panasonic,1.015410128
Panhealth Care Organization,1.015410128
Panzi Hospital,1.015410128
PAP,1.015410128
Papua New Guinea,0.916757128
Papua New Guinea Red Cross,1.015410128
Papua New Guinea Red Cross Society,1.015410128
"Paradigm of Consciousness Ministries, Inc. ",1.015410128
Paraguay,0.952487857
Paraguay Red Cross,1.015410128
Paraguayan Red Cross,1.015410128
PARCIC,1.015410128
PARD,1.015410128
Parliamentarians for Global Action,1.015410128
Parliamentary Forum,1.015410128
Paroecia Latina S.Catharinae,1.015410128
Parroquia Jesus Redentor,1.015410128
Partage,1.015410128
Parthenon Trust,1.015410128
Participatory Educational Awareness and Community Empowerment,1.015410128
Participatory Integrated Development Society,1.015410128
Participatory Rural Development Society,1.015410128
Partner Aid InterNational,1.015410128
Partner Aid International e.V.,1.015410128
PARTNERS,1.015410128
Partners in Health,1.015410128
Partners in Rural Development,1.015410128
Partnership Africa Canada,1.015410128
Partnership Center for Development and Democracy,1.015410128
Partnership for Pastoralists Development Association,1.015410128
Partnership for Peace,1.015410128
Pastoral Social,1.015410128
Pastoralist Concern Association Ethiopia,1.015410128
Pastoralist Consultants InterNational,1.015410128
Pastoralist Development Organization,1.015410128
Pastoralist Integrated Support Programme,1.015410128
Pathfinder InterNational,1.015410128
Patient Friendly Society,1.015410128
Patient's Help Fund,1.015410128
Pattan Development Organization,1.015410128
Patton Boggs LLP ,1.015410128
Paul Hastings,1.015410128
Pax Christi e.V,1.015410128
PCPM - Polish Center for InterNational Aid,1.015410128
PCPM - Polish Center for InterNational Aid ,1.015410128
Peace Action Society Organisation for Somalia,1.015410128
Peace and Conflict Institution,1.015410128
Peace and Development Organization,1.015410128
Peace Brigades InterNational,1.015410128
Peace Building Fund,1.015410128
Peace Corps,1.015410128
Peace Corps Organization,1.015410128
Peace Keeping Funds,1.015410128
Peace Winds,1.015410128
Peace Winds Japan,1.015410128
Peacekeeping Forces,1.015410128
PEGASE,0.995161627
Pelayanan Advokasi untuk Keadilan dan Perdamaian Indonesia,1.015410128
Pema Medical Charity,1.015410128
PEN InterNational,1.015410128
Pentair,1.015410128
Pentecostal Churches of Uganda,1.015410128
Pentecostal Foreign Mission,1.015410128
People in Aid,1.015410128
People in Need ,1.015410128
People in Peril,1.015410128
Peoples Democracy Platform,1.015410128
Peoples Empowerment and Consulting Enterprise,1.015410128
Peoples' Organization for Development and Rehabilitation,1.015410128
PepsiCo Foundation,1.015410128
Päre Jaar,1.015410128
Periodic Review  - TCG ,1.015410128
Perkumpulan Paluma Nusantara,1.015410128
Perry Ellis InterNational,1.015410128
Perspectives pour la SantÇ et le DÇveloppement,1.015410128
Peru,0.90455166
Peru Rail,1.015410128
Peru Red Cross,1.015410128
Peruvian Private Enterprise Colchones Paraiso,1.015410128
Peruvian Red Cross,1.015410128
Petits Fräres et Soeurs,1.015410128
Petroleos de Venezuela,1.015410128
Pew Charitable Trusts ,1.015410128
Pfizer,1.015410128
Pharmaciens et Aide humanitaire,1.015410128
Pharmaciens Sans Frontieres - Comite InterNational,1.015410128
Pharmaciens sans Frontiäres (France),1.015410128
Pharmaciens sans frontiäres (PSF),1.015410128
Philadelphia Insurance Companies,1.015410128
Philani Maswati Organization,1.015410128
Philippine Business for Social Progress,1.015410128
Philippine Red Cross ,1.015410128
Philippines,1.001668348
Philippines National Red Cross ,1.015410128
PHRO - Palestinian Human Rights Organisation ,1.015410128
Physicians Across Continents,1.015410128
Physicians for Human Rights,1.015410128
PIAL,1.015410128
PIDAD,1.015410128
Pietrantoni Mendez & Alvarez LLP,1.015410128
PIPA,1.015410128
Pirelli & C. Societa per Azioni,1.015410128
Plan Benin,1.015410128
Plan Canada,1.015410128
Plan Haiti,1.015410128
Plan Indonesia ,1.015410128
Plan InterNational,1.015410128
Plan Ireland,1.015410128
Plan Mali,1.015410128
Plan Niger,1.015410128
Plan Norge,1.015410128
Plan Sudan,1.015410128
Plan Sweden,1.015410128
Plan Timor-Leste,1.015410128
Plan UK,1.015410128
Plan USA,1.015410128
PLANAT,1.015410128
Planeta,1.015410128
Planete Urgence,1.015410128
"Planned Parenthood Federation, InterNational",1.015410128
Planning and Development Collaborative InterNational,1.015410128
"Plateforme d""insertion par l""humanitaire",1.015410128
PLO DoRA,1.015410128
PMU-Interlife,1.015410128
Point of Peace,1.015410128
PokerStars,1.015410128
Poland,0.954513384
Poland Red Cross,1.015410128
Polish Center for International Aid,1.015410128
Polish Humanitarian Action,1.015410128
Polish Humanitarian Organisation,1.015410128
Polish Red Cross,1.015410128
Politidirektoratet,1.015410128
Pompiers sans frontiäres,1.015410128
"Population Leadership Program, the University of Washington",1.015410128
Population Services InterNational,1.015410128
Portugal,1.023984286
Portugal Red Cross,1.015410128
Portuguese Institute for Cooperation,1.015410128
Portuguese Red Cross,1.015410128
Posko Atambua,1.015410128
PotashCorp,1.015410128
Potsdam Kommunikation,1.015410128
Pour une Syrie libre,1.015410128
Practical Action ( formerly Intermediate Technology Development Group),1.015410128
Practical Action (formerly Intermediate Technology Development Group),1.015410128
PRADET,1.015410128
Praktisk Solidarites,1.015410128
PRB,1.015410128
